S No,Vehicle_Class,CNG ONLY,DIESEL,DIESEL/HYBRID,DI-METHYL ETHER,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC(BOV),ETHANOL,FUEL CELL HYDROGEN,LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL/CNG,PETROL/ETHANOL,PETROL/HYBRID,PETROL/LPG,PETROL/METHANOL,SOLAR,     TOTAL     ,State
,ARTICULATED VEHICLE,0,31174,1,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,31453,Maharashtra
,AUXILIARY TRAILER,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,32,Maharashtra
,BREAKDOWN VAN,0,391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392,Maharashtra
,BULLDOZER,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,Maharashtra
,BUS,7515,109628,32,0,0,3,0,1116,1,0,0,2,0,112,1916,2927,0,1,480,0,1,123734,Maharashtra
,CAMPER VAN / TRAILER,1,522,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,526,Maharashtra
,CAMPER VAN / TRAILER (PRIVATE USE),0,125,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,182,Maharashtra
,CASH VAN,8,942,0,0,0,0,0,0,0,0,0,0,0,0,12,33,0,0,0,0,0,995,Maharashtra
,CONSTRUCTION EQUIPMENT VEHICLE,0,15398,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15407,Maharashtra
,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Maharashtra
,CRANE MOUNTED VEHICLE,11,14078,11,0,0,0,0,1,0,0,0,0,0,42,13,1,0,0,0,0,1,14158,Maharashtra
,DUMPER,19,7087,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,7115,Maharashtra
,EARTH MOVING EQUIPMENT,0,3072,1,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3088,Maharashtra
,EDUCATIONAL INSTITUTION BUS,2,201,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,212,Maharashtra
,E-RICKSHAW(P),0,30,0,0,0,0,0,6020,0,0,0,1,0,0,108,258,0,0,15,0,0,6432,Maharashtra
,E-RICKSHAW WITH CART (G),0,0,0,0,0,0,0,2132,0,0,0,0,0,0,0,1,0,0,0,0,0,2133,Maharashtra
,EXCAVATOR (COMMERCIAL),0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,Maharashtra
,EXCAVATOR (NT),0,34046,1,0,0,0,0,0,0,0,0,0,0,67,26,0,0,0,0,0,0,34140,Maharashtra
,FIRE FIGHTING VEHICLE,2,822,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,832,Maharashtra
,FIRE TENDERS,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,Maharashtra
,FORK LIFT,0,3648,1,0,0,0,0,33,0,0,0,0,0,23,11,0,0,0,2,0,0,3718,Maharashtra
,GOODS CARRIER,32603,1294619,56,0,0,2,0,42,0,0,0,91,0,2215,14250,9405,0,1,670,0,21,1353975,Maharashtra
,HARVESTER,0,2532,2,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,2548,Maharashtra
,HEARSES,3,175,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,186,Maharashtra
,LIBRARY VAN,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,62,Maharashtra
,LUXURY CAB,1,36,0,0,0,0,0,1,0,0,0,0,0,0,9,9,0,0,1,0,0,57,Maharashtra
,MAXI CAB,10,3183,0,0,0,0,0,2,0,0,0,2,0,5,147,543,0,0,65,0,0,3957,Maharashtra
,M-CYCLE/SCOOTER,0,5537,0,0,0,0,1,106327,0,0,0,0,2,29137,22876524,339,0,2,124,1,880,23018874,Maharashtra
,M-CYCLE/SCOOTER-WITH SIDE CAR,0,7,0,0,0,0,0,9,0,0,0,0,0,2,6040,0,0,0,1,0,0,6059,Maharashtra
,MOBILE CANTEEN,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,19,Maharashtra
,MOBILE CLINIC,4,258,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,268,Maharashtra
,MOBILE WORKSHOP,0,139,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,2,0,0,168,Maharashtra
,MODULAR HYDRAULIC TRAILER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Maharashtra
,MOPED,0,26,0,0,0,0,0,4092,0,0,0,0,0,393,239116,0,0,0,0,0,3,243630,Maharashtra
,MOTOR CAB,1542,149928,1903,0,0,0,0,798,0,0,0,24,0,397,10683,120278,0,559,1706,0,2,287820,Maharashtra
,MOTOR CAR,1094,1971766,33435,0,0,0,0,12609,0,0,1,606,0,926,2682375,508999,0,56049,131233,0,37,5399130,Maharashtra
,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,Maharashtra
,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,0,0,0,0,0,0,5,0,0,0,0,0,0,55,0,0,0,0,0,0,60,Maharashtra
,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Maharashtra
,MOTORISED CYCLE (CC > 25CC),0,6,0,0,0,0,0,70,0,0,0,0,0,1,28322,0,0,0,0,0,0,28399,Maharashtra
,OMNI BUS,3,375,0,0,0,0,0,0,0,0,0,0,0,2,182,169,0,0,103,0,0,834,Maharashtra
,OMNI BUS (PRIVATE USE),3,594,0,0,0,0,0,0,0,0,0,0,0,0,53,51,0,0,16,0,0,717,Maharashtra
,POWER TILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,11,Maharashtra
,PRIVATE SERVICE VEHICLE,11,362,0,0,0,0,0,1,0,0,0,0,0,0,18,5,0,1,10,0,0,408,Maharashtra
,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),0,905,0,0,0,0,0,0,0,0,0,0,0,1,120,33,0,0,12,0,0,1071,Maharashtra
,QUADRICYCLE (COMMERCIAL),39,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,47,Maharashtra
,QUADRICYCLE (PRIVATE),9,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,30,Maharashtra
,RECOVERY VEHICLE,0,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,Maharashtra
,ROAD ROLLER,0,165,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,168,Maharashtra
,SEMI-TRAILER (COMMERCIAL),0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Maharashtra
,SNORKED LADDERS,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Maharashtra
,THREE WHEELER (GOODS),6987,74826,3,0,0,0,0,912,0,0,0,10,0,82,563,2554,0,0,75,0,1,86013,Maharashtra
,THREE WHEELER (PASSENGER),42348,33751,0,0,0,0,0,310,0,0,0,4170,0,304,134869,470824,2,2,79291,0,1,765872,Maharashtra
,THREE WHEELER (PERSONAL),27,23153,0,0,0,0,0,36,0,0,0,5,0,54,9180,596,0,0,460,0,2,33513,Maharashtra
,TOWER WAGON,0,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148,Maharashtra
,TOW TRUCK,14,1595,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1610,Maharashtra
,TRACTOR (COMMERCIAL),0,8723,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,8744,Maharashtra
,TRACTOR-TROLLEY(COMMERCIAL),0,39,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,79,Maharashtra
,TRAILER (AGRICULTURAL),0,1246,0,0,0,0,0,4,0,0,0,0,0,119906,58,0,0,0,0,0,0,121214,Maharashtra
,TRAILER (COMMERCIAL),0,5584,0,0,0,0,0,0,0,0,0,0,0,2452,16,0,0,0,0,0,0,8052,Maharashtra
,TRAILER FOR PERSONAL USE,0,169,0,0,0,0,0,1,0,0,0,0,0,15226,9,0,0,0,1,0,0,15406,Maharashtra
,TREE TRIMMING VEHICLE,0,31,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,Maharashtra
,VEHICLE FITTED WITH COMPRESSOR,0,370,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,371,Maharashtra
,VEHICLE FITTED WITH GENERATOR,4,2380,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,2390,Maharashtra
,VEHICLE FITTED WITH RIG,0,1143,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,0,1159,Maharashtra
,VINTAGE MOTOR VEHICLE,0,19,0,0,0,0,0,0,0,0,0,0,0,3,143,0,0,0,0,0,0,165,Maharashtra
,X-RAY VAN,0,10,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,23,Maharashtra
1.0,ADAPTED VEHICLE,0,230,0,0,0,0,0,32,0,0,0,0,0,15,11654,4,0,1,11,0,0,11947,Kerala
2.0,AGRICULTURAL TRACTOR,0,17602,17,0,0,0,0,4,1,0,0,0,0,188,1245,1,0,0,2,0,0,19060,Kerala
3.0,AMBULANCE,0,5503,1,0,0,0,0,1,0,0,0,11,0,30,3210,5,0,0,13,0,1,8775,Kerala
4.0,ANIMAL AMBULANCE,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,Kerala
5.0,ARMOURED/SPECIALISED VEHICLE,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kerala
6.0,ARTICULATED VEHICLE,1,12934,19,0,0,0,0,4,0,0,0,1,0,247,1560,0,0,0,5,0,0,14771,Kerala
7.0,BREAKDOWN VAN,1,432,0,0,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,491,Kerala
8.0,BULLDOZER,0,15,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,18,Kerala
9.0,BUS,168,92143,30,0,0,3,0,46,0,0,0,4,0,720,2604,1,0,0,29,0,1,95749,Kerala
10.0,CAMPER VAN / TRAILER,0,124,0,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0,0,0,199,Kerala
11.0,CAMPER VAN / TRAILER (PRIVATE USE),0,208,0,0,0,0,0,0,0,0,0,0,0,20,198,0,0,0,3,0,0,429,Kerala
12.0,CASH VAN,0,299,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,335,Kerala
13.0,CONSTRUCTION EQUIPMENT VEHICLE,0,3569,4,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,3589,Kerala
14.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kerala
15.0,CRANE MOUNTED VEHICLE,0,2570,14,0,0,0,0,1,0,0,0,0,0,6,121,0,0,0,0,0,0,2712,Kerala
16.0,DUMPER,0,446,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,495,Kerala
17.0,EARTH MOVING EQUIPMENT,0,8136,0,0,0,0,0,0,0,0,0,0,0,9,83,0,0,0,0,0,0,8228,Kerala
18.0,EDUCATIONAL INSTITUTION BUS,2,36205,15,0,0,0,0,6,0,0,0,0,0,43,373,2,0,1,8,0,0,36655,Kerala
19.0,E-RICKSHAW(P),0,2,0,0,0,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,Kerala
20.0,E-RICKSHAW WITH CART (G),0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,374,Kerala
21.0,EXCAVATOR (COMMERCIAL),0,165,1,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,185,Kerala
22.0,EXCAVATOR (NT),0,6461,0,0,0,0,0,0,0,0,0,0,0,36,75,0,0,0,0,0,0,6572,Kerala
23.0,FIRE FIGHTING VEHICLE,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,Kerala
24.0,FIRE TENDERS,0,553,0,0,0,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,0,591,Kerala
25.0,FORK LIFT,0,189,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,240,Kerala
26.0,GOODS CARRIER,1009,511211,143,0,0,0,0,65,1,0,0,341,0,1490,21911,386,0,0,1268,0,3,537828,Kerala
27.0,HARVESTER,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Kerala
28.0,HEARSES,0,83,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,96,Kerala
29.0,LIBRARY VAN,0,31,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,39,Kerala
30.0,LUXURY CAB,0,321,0,0,0,0,0,0,1,0,0,0,0,23,550,0,0,0,4,0,0,899,Kerala
31.0,MAXI CAB,0,2131,1,0,0,0,0,0,0,0,0,0,0,55,597,2,0,0,0,0,0,2786,Kerala
32.0,M-CYCLE/SCOOTER,54,13218,42,0,0,0,1,27840,55,0,1,75,0,10679,10496789,193,0,0,173,0,91,10549211,Kerala
33.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,5,0,0,0,0,0,17,0,0,0,0,0,1,796,0,0,0,0,0,0,819,Kerala
34.0,MOBILE CANTEEN,0,39,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,62,Kerala
35.0,MOBILE CLINIC,0,109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,112,Kerala
36.0,MOBILE WORKSHOP,0,24,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,33,Kerala
37.0,MOPED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,483,Kerala
38.0,MOTOR CAB,62,111226,686,0,0,0,0,29,0,0,1,39,0,449,10431,2368,0,167,467,0,0,125925,Kerala
39.0,MOTOR CAR,100,993859,9050,0,0,0,0,4684,2,0,0,1397,0,6467,2450317,6534,0,27587,61088,0,9,3561094,Kerala
40.0,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,37,0,0,0,0,0,1,1,0,0,1,0,32,5683,0,0,0,1,0,0,5756,Kerala
41.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,18,0,0,0,0,0,35,0,0,0,0,0,14,2586,0,0,0,0,0,0,2653,Kerala
42.0,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,6,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,25,Kerala
43.0,MOTORISED CYCLE (CC > 25CC),0,0,0,0,0,0,0,35,0,0,0,0,0,0,3367,0,0,0,0,0,0,3402,Kerala
44.0,OMNI BUS,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Kerala
45.0,OMNI BUS (PRIVATE USE),0,636,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,2,0,0,689,Kerala
46.0,POWER TILLER,0,2063,5,0,0,0,0,0,0,0,0,0,0,39,98,0,0,0,0,0,0,2205,Kerala
47.0,POWER TILLER (COMMERCIAL),0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Kerala
48.0,PRIVATE SERVICE VEHICLE,2,8819,4,0,0,1,0,3,0,0,2,0,0,132,1619,1,0,0,11,0,0,10594,Kerala
49.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),5,80512,8,0,0,0,0,18,0,0,0,229,0,160,29255,69,0,4,8765,0,2,119027,Kerala
50.0,QUADRICYCLE (COMMERCIAL),32,2,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,385,Kerala
51.0,QUADRICYCLE (PRIVATE),10,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,144,Kerala
52.0,RECOVERY VEHICLE,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92,Kerala
53.0,ROAD ROLLER,0,7600,24,0,0,0,0,2,0,0,0,0,0,118,956,0,0,0,37,0,0,8737,Kerala
54.0,SNORKED LADDERS,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,Kerala
55.0,THREE WHEELER (GOODS),598,162540,5,0,0,0,0,155,0,0,0,4,0,318,18033,53,0,0,31,0,0,181737,Kerala
56.0,THREE WHEELER (PASSENGER),6697,413310,2,0,0,0,0,433,4,0,0,422,0,1554,268510,7302,0,0,12056,0,8,710298,Kerala
57.0,THREE WHEELER (PERSONAL),126,70351,0,0,0,0,0,77,0,0,0,62,0,70,56105,94,0,0,3152,0,2,130039,Kerala
58.0,TOWER WAGON,0,35,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,55,Kerala
59.0,TOW TRUCK,0,190,0,0,0,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,259,Kerala
60.0,TRACTOR (COMMERCIAL),0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Kerala
61.0,TRACTOR-TROLLEY(COMMERCIAL),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Kerala
62.0,TRAILER (AGRICULTURAL),0,28,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,1,0,0,41,Kerala
63.0,TRAILER (COMMERCIAL),0,377,1,0,0,0,0,0,0,0,0,0,0,223,204,0,0,0,1,0,0,806,Kerala
64.0,TRAILER FOR PERSONAL USE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kerala
65.0,TREE TRIMMING VEHICLE,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,25,Kerala
66.0,VEHICLE FITTED WITH COMPRESSOR,0,424,1,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,442,Kerala
67.0,VEHICLE FITTED WITH GENERATOR,0,2613,2,0,0,0,0,0,0,0,0,0,0,4,161,0,0,0,2,0,0,2782,Kerala
68.0,VEHICLE FITTED WITH RIG,0,107,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,120,Kerala
69.0,X-RAY VAN,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,27,Kerala
1.0,ADAPTED VEHICLE,0,101,0,0,0,0,0,3,0,0,0,0,0,3,4849,47,0,4,7,0,0,5014,Uttar Pradesh
2.0,AGRICULTURAL TRACTOR,11,1844663,1,0,0,0,0,94,0,0,0,1,0,580,2740,2,0,0,5,0,4,1848101,Uttar Pradesh
3.0,AMBULANCE,5,13970,0,0,0,0,0,0,0,0,0,3,0,8,5595,37,0,0,57,0,0,19675,Uttar Pradesh
4.0,ANIMAL AMBULANCE,0,368,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,374,Uttar Pradesh
5.0,ARMOURED/SPECIALISED VEHICLE,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Uttar Pradesh
6.0,ARTICULATED VEHICLE,0,5706,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,0,5767,Uttar Pradesh
7.0,AUXILIARY TRAILER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uttar Pradesh
8.0,BREAKDOWN VAN,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,Uttar Pradesh
9.0,BULLDOZER,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Uttar Pradesh
10.0,BUS,13484,93406,1,0,0,0,0,576,0,0,0,1,0,10,83,37,0,0,7,0,0,107605,Uttar Pradesh
11.0,CAMPER VAN / TRAILER,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1310,Uttar Pradesh
12.0,CAMPER VAN / TRAILER (PRIVATE USE),0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,30,Uttar Pradesh
13.0,CASH VAN,3,1872,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,4,0,0,1890,Uttar Pradesh
14.0,CONSTRUCTION EQUIPMENT VEHICLE,0,3841,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3843,Uttar Pradesh
15.0,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),2,6876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6879,Uttar Pradesh
16.0,CRANE MOUNTED VEHICLE,3,4326,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4332,Uttar Pradesh
17.0,DUMPER,0,676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,677,Uttar Pradesh
18.0,EARTH MOVING EQUIPMENT,0,22193,0,0,0,0,0,0,0,0,0,0,0,7,27,1,0,0,0,0,0,22228,Uttar Pradesh
19.0,EDUCATIONAL INSTITUTION BUS,756,23052,0,0,0,0,0,0,0,0,0,0,0,0,79,6,0,0,3,0,0,23896,Uttar Pradesh
20.0,E-RICKSHAW(P),11,45,0,0,0,0,0,320515,0,0,0,0,0,481,5,4,0,0,2,0,0,321063,Uttar Pradesh
21.0,E-RICKSHAW WITH CART (G),2,51,0,0,0,0,0,9273,0,0,0,0,0,7,1,0,0,0,0,0,0,9334,Uttar Pradesh
22.0,EXCAVATOR (COMMERCIAL),0,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,Uttar Pradesh
23.0,EXCAVATOR (NT),0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,Uttar Pradesh
24.0,FIRE FIGHTING VEHICLE,0,585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,586,Uttar Pradesh
25.0,FIRE TENDERS,0,148,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,150,Uttar Pradesh
26.0,FORK LIFT,0,124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,Uttar Pradesh
27.0,GOODS CARRIER,33402,984982,4,0,0,1,0,78,0,0,0,104,0,224,5821,3151,0,0,556,0,2,1028325,Uttar Pradesh
28.0,HARVESTER,0,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4603,Uttar Pradesh
29.0,HEARSES,1,376,0,0,0,0,0,0,0,0,0,0,0,2,19,1,0,0,0,0,0,399,Uttar Pradesh
30.0,LIBRARY VAN,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Uttar Pradesh
31.0,LUXURY CAB,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,14,Uttar Pradesh
32.0,MAXI CAB,303,25578,4,0,0,0,0,0,0,0,0,1,0,3,885,3873,0,1,193,0,0,30841,Uttar Pradesh
33.0,M-CYCLE/SCOOTER,65,11593,1,0,0,0,0,28717,2,0,1,108,1,5615,31845948,305,0,0,511,0,74,31892941,Uttar Pradesh
34.0,M-CYCLE/SCOOTER-WITH SIDE CAR,0,9,0,0,0,0,0,14,0,0,0,0,0,2,4859,0,0,0,0,0,0,4884,Uttar Pradesh
35.0,MOBILE CANTEEN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uttar Pradesh
36.0,MOBILE CLINIC,0,234,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,258,Uttar Pradesh
37.0,MOBILE WORKSHOP,2,140,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,163,Uttar Pradesh
38.0,MODULAR HYDRAULIC TRAILER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Uttar Pradesh
39.0,MOPED,1,213,0,0,0,0,0,555,0,0,0,12,0,306,1125365,14,0,0,17,0,2,1126485,Uttar Pradesh
40.0,MOTOR CAB,831,101591,219,0,0,0,0,25,0,0,0,5,0,9,5400,41752,0,64,375,0,0,150271,Uttar Pradesh
41.0,MOTOR CAR,2169,1500358,14557,0,0,0,0,483,0,0,0,1080,1,253,1993210,312348,1,35141,186615,0,12,4046228,Uttar Pradesh
42.0,MOTOR CYCLE/SCOOTER-SIDECAR(T),0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,969,Uttar Pradesh
43.0,MOTOR CYCLE/SCOOTER-USED FOR HIRE,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3395,0,0,0,0,0,0,3415,Uttar Pradesh
44.0,MOTOR CYCLE/SCOOTER-WITH TRAILER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Uttar Pradesh
45.0,MOTORISED CYCLE (CC > 25CC),0,3,0,0,0,0,0,1491,1,0,0,0,0,0,65798,0,0,1,0,0,0,67294,Uttar Pradesh
46.0,OMNI BUS,818,5098,0,0,0,0,0,0,0,0,0,0,0,0,210,333,0,0,287,0,0,6746,Uttar Pradesh
47.0,OMNI BUS (PRIVATE USE),13,183,0,0,0,0,0,0,0,0,0,0,0,0,22,13,0,0,8,0,0,239,Uttar Pradesh
48.0,POWER TILLER,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,Uttar Pradesh
49.0,PRIVATE SERVICE VEHICLE,21,468,1,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,1,0,0,510,Uttar Pradesh
50.0,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),1,118,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,1,3,0,0,167,Uttar Pradesh
51.0,QUADRICYCLE (PRIVATE),12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Uttar Pradesh
52.0,RECOVERY VEHICLE,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Uttar Pradesh
53.0,ROAD ROLLER,0,117,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,119,Uttar Pradesh
54.0,SNORKED LADDERS,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Uttar Pradesh
55.0,THREE WHEELER (GOODS),10613,86192,0,0,0,0,0,354,0,0,0,2,0,25,5293,11004,0,0,22,0,1,113506,Uttar Pradesh
56.0,THREE WHEELER (PASSENGER),74001,297699,0,0,0,0,0,1410,0,0,0,5079,0,55,24915,97055,0,0,30413,0,1,530628,Uttar Pradesh
57.0,THREE WHEELER (PERSONAL),28,250,0,0,0,0,0,1,0,0,0,0,0,4,924,36,0,0,29,0,0,1272,Uttar Pradesh
58.0,TOWER WAGON,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Uttar Pradesh
59.0,TOW TRUCK,4,145,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,159,Uttar Pradesh
